month_year,state,fips,new_case,state_pop,new_case_per
11/2020,CT,09,46088,3588683,1284.2594344499082
11/2020,DE,10,11232,971180,1156.5312300500423
11/2020,FL,12,193284,21312211,906.9166967237703
11/2020,GA,13,82570,10545138,783.0148832570992
11/2020,GU,66,2261,168783,1339.5898876071642
11/2020,HI,15,2713,1426393,190.2000360349497
11/2020,IA,19,101482,3160553,3210.893789789319
11/2020,ID,16,37090,1753860,2114.764006249073
11/2020,IL,17,309745,12768320,2425.8868825342724
11/2020,IN,18,159628,6699629,2382.639396897948
11/2020,KS,20,72265,2918515,2476.0880105121955
11/2020,KY,21,77921,4472265,1742.3162536209281
11/2020,LA,22,45765,4682509,977.3606414851525
11/2020,MA,25,67556,6895917,979.652162286756
11/2020,MD,24,54990,6079602,904.49999851964
11/2020,ME,23,5308,1341582,395.6522970642123
11/2020,MI,26,173167,9991177,1733.199201655621
11/2020,MN,27,170291,5628162,3025.6947117016175
11/2020,MO,29,135242,6135888,2204.1145470712636
11/2020,MP,69,13,57557,22.586305749083518
11/2020,MS,28,36049,2982785,1208.5685022554424
11/2020,MT,30,29397,1062330,2767.2192256643416
11/2020,NC,37,94592,10390149,910.400803684336
11/2020,ND,38,34612,755238,4582.926176913767
11/2020,NE,31,55761,1932549,2885.360215963476
11/2020,NH,33,9910,1350575,733.7615460081817
11/2020,NJ,34,117852,9032872,1304.7013175875845
11/2020,NM,35,50605,2090708,2420.4719166904224
11/2020,NV,32,51406,3056824,1681.6800705568915
11/2020,NY,36,91730,19862512,461.8247681864207
11/2020,NYC,36061,54418,8400000,647.8333333333334
11/2020,OH,39,205366,11694664,1756.0658433624087
11/2020,OK,40,85987,3940521,2182.1226177959716
11/2020,OR,41,30510,4199563,726.5041624569033
11/2020,PA,42,154983,12823989,1208.539714124833
11/2020,PR,72,21262,3400000,625.3529411764706
11/2020,PW,70,0,18092,0.0
11/2020,RI,44,23458,1061712,2209.4503970945043
11/2020,SC,45,42879,5088916,842.5959477421126
11/2020,SD,46,34472,877790,3927.135191788469
11/2020,TN,47,126562,6782564,1865.990501527151
11/2020,TX,48,310361,28704330,1081.2340855891775
11/2020,UT,49,81050,3159345,2565.4051710085478
11/2020,VA,51,57671,8525660,676.4402990501615
11/2020,VI,78,172,106290,161.82143193150813
11/2020,VT,50,2013,623960,322.61683441246237
11/2020,WA,53,59558,7530552,790.8849178652508
11/2020,WI,55,173860,5818049,2988.286966988418
11/2020,WV,54,23382,1803077,1296.7832211269956
11/2020,WY,56,20007,573720,3487.241162936624
12/2020,AK,02,13978,738068,1893.863438057198
12/2020,AL,01,123826,4888949,2532.7734038542844
12/2020,AR,05,67779,3020327,2244.094761924785
12/2020,AS,60,0,55197,0.0
12/2020,AZ,04,193483,7123898,2715.970947366175
12/2020,CA,06,1172839,39776830,2948.54818747497
12/2020,CO,08,100744,5684203,1772.3504948714885
12/2020,CT,09,68413,3588683,1906.3539465592253
12/2020,DE,10,22329,971180,2299.1618443542907
12/2020,FL,12,328583,21312211,1541.759322859557
12/2020,GA,13,194889,10545138,1848.1408209167105
12/2020,GU,66,419,168783,248.24775006961602
12/2020,HI,15,3318,1426393,232.6147141776495
12/2020,IA,19,51221,3160553,1620.6341105496413
12/2020,ID,16,39379,1753860,2245.276133784909
12/2020,IL,17,237085,12768320,1856.8221974386606
12/2020,IN,18,172712,6699629,2577.9337930503316
12/2020,KS,20,64987,2918515,2226.714613424978
12/2020,KY,21,88947,4472265,1988.8579947744597
12/2020,LA,22,82861,4682509,1769.585493589014
12/2020,MA,25,149046,6895917,2161.365921312568
12/2020,MD,24,79084,6079602,1300.8088358415566
12/2020,ME,23,12225,1341582,911.2376284118302
12/2020,MI,26,107516,9991177,1076.109451368943
12/2020,MN,27,96539,5628162,1715.284670199614
12/2020,MO,29,111450,6135888,1816.3630105373502
12/2020,MP,69,17,57557,29.53593828726306
12/2020,MS,28,63076,2982785,2114.668003225174
12/2020,MT,30,19357,1062330,1822.126834411153
12/2020,NC,37,199152,10390149,1916.7386338732967
12/2020,ND,38,13115,755238,1736.5386805219016
12/2020,NE,31,39891,1932549,2064.164996592583
12/2020,NH,33,23034,1350575,1705.4958073413177
12/2020,NJ,34,160001,9032872,1771.3192437576888
12/2020,NM,35,45769,2090708,2189.1627142575626
12/2020,NV,32,72562,3056824,2373.770946577232
12/2020,NY,36,212153,19862512,1068.1075988777252
12/2020,NYC,36061,119963,8400000,1428.1309523809525
12/2020,OH,39,279317,11694664,2388.414066449451
12/2020,OK,40,105592,3940521,2679.645661068676
12/2020,OR,41,38478,4199563,916.2381895449597
12/2020,PA,42,278875,12823989,2174.6353650178585
12/2020,PR,72,21801,3400000,641.2058823529412
12/2020,PW,70,0,18092,0.0
12/2020,RI,44,32655,1061712,3075.6928432569284
12/2020,SC,45,97235,5088916,1910.721261659654
12/2020,SD,46,18700,877790,2130.3500837330116
12/2020,TN,47,209260,6782564,3085.2639208417345
12/2020,TX,48,477740,28704330,1664.3482011250567
12/2020,UT,49,80906,3159345,2560.8472642272372
12/2020,VA,51,114703,8525660,1345.385577186986
12/2020,VI,78,486,106290,457.2396274343776
12/2020,VT,50,2932,623960,469.9019167895378
12/2020,WA,53,76819,7530552,1020.0978626799204
12/2020,WI,55,108708,5818049,1868.4614034704762
12/2020,WV,54,37492,1803077,2079.334382280956
12/2020,WY,56,11104,573720,1935.438890050896
